Pin,Occurrence, Percentage
1152,104 0,0.008594281
8010,104 0,0.008594281
3314,103 0,0.008511644
6464,103 0,0.008511644
1140,103 0,0.008511644
8624,103 0,0.008511644
8011,103 0,0.008511644
1158,103 0,0.008511644
8988,103 0,0.008511644
3006,103 0,0.008511644
1946,103 0,0.008511644
1330,103 0,0.008511644
1257,102 0,0.008429007
5100,102 0,0.008429007
8710,102 0,0.008429007
1316,102 0,0.008429007
2125,102 0,0.008429007
1910,102 0,0.008429007
1251,102 0,0.008429007
8185,102 0,0.008429007
2521,102 0,0.008429007
1308,102 0,0.008429007
1714,102 0,0.008429007
9909,102 0,0.008429007
5511,102 0,0.008429007
2811,102 0,0.008429007
2126,101 0,0.008346369
3521,101 0,0.008346369
3316,101 0,0.008346369
1611,101 0,0.008346369
2023,101 0,0.008346369
1278,101 0,0.008346369
5310,101 0,0.008346369
1930,101 0,0.008346369
1532,101 0,0.008346369
3141,100 0,0.008263732
5410,100 0,0.008263732
1365,100 0,0.008263732
3033,100 0,0.008263732
7913,100 0,0.008263732
8816,100 0,0.008263732
1335,100 0,0.008263732
7897,100 0,0.008263732
8456,100 0,0.008263732
2107,100 0,0.008263732
3073,100 0,0.008263732
2711,99 0.,8.18109E+14
6767,99 0.,8.18109E+14
7845,99 0.,8.18109E+14
1404,99 0.,8.18109E+14
351,99 0.,8.18109E+14
2130,99 0.,8.18109E+14
8212,99 0.,8.18109E+14
1918,99 0.,8.18109E+14
2534,99 0.,8.18109E+14
1289,99 0.,8.18109E+14
8956,98 0.,8.09846E+13
5353,98 0.,8.09846E+13
2101,98 0.,8.09846E+13
2122,98 0.,8.09846E+13
459,98 0.,8.09846E+13
5132,98 0.,8.09846E+13
8813,98 0.,8.09846E+13
2800,98 0.,8.09846E+13
2516,98 0.,8.09846E+13
8789,98 0.,8.09846E+13
3325,98 0.,8.09846E+13
3658,98 0.,8.09846E+13
3066,98 0.,8.09846E+13
3012,98 0.,8.09846E+13
4433,98 0.,8.09846E+13
3100,97 0.,8.01582E+14
1400,97 0.,8.01582E+14
3213,97 0.,8.01582E+14
1914,97 0.,8.01582E+14
1364,97 0.,8.01582E+14
2369,97 0.,8.01582E+14
1941,97 0.,8.01582E+14
2299,97 0.,8.01582E+14
1712,97 0.,8.01582E+14
5533,97 0.,8.01582E+14
8118,97 0.,8.01582E+14
4578,97 0.,8.01582E+14
2266,97 0.,8.01582E+14
2365,97 0.,8.01582E+14
1370,97 0.,8.01582E+14
1248,97 0.,8.01582E+14
6310,97 0.,8.01582E+14
3112,97 0.,8.01582E+14
1073,97 0.,8.01582E+14
1189,97 0.,8.01582E+14
31,96 0.,7.93318E+14
9295,96 0.,7.93318E+14
3215,96 0.,7.93318E+14
2156,96 0.,7.93318E+14
6521,96 0.,7.93318E+14
8383,96 0.,7.93318E+14
5352,96 0.,7.93318E+14
1475,96 0.,7.93318E+14
1898,96 0.,7.93318E+14
8891,96 0.,7.93318E+14
2530,96 0.,7.93318E+14
2316,96 0.,7.93318E+14
8820,96 0.,7.93318E+14
1940,96 0.,7.93318E+14
557,96 0.,7.93318E+14
1402,96 0.,7.93318E+14
4564,96 0.,7.93318E+14
2810,96 0.,7.93318E+14
2019,96 0.,7.93318E+14
1092,96 0.,7.93318E+14
1347,95 0.,7.85055E+14
5115,95 0.,7.85055E+14
1069,95 0.,7.85055E+14
5465,95 0.,7.85055E+14
6321,95 0.,7.85055E+14
2314,95 0.,7.85055E+14
4100,95 0.,7.85055E+14
1260,95 0.,7.85055E+14
5577,95 0.,7.85055E+14
1035,95 0.,7.85055E+14
2244,95 0.,7.85055E+14
8751,95 0.,7.85055E+14
8801,95 0.,7.85055E+14
5225,95 0.,7.85055E+14
3201,94 0.,7.76791E+15
2536,94 0.,7.76791E+15
1399,94 0.,7.76791E+15
1080,94 0.,7.76791E+15
2326,94 0.,7.76791E+15
1527,94 0.,7.76791E+15
1617,94 0.,7.76791E+15
3278,94 0.,7.76791E+15
2406,94 0.,7.76791E+15
8815,94 0.,7.76791E+15
9874,94 0.,7.76791E+15
7712,94 0.,7.76791E+15
1630,94 0.,7.76791E+15
3158,94 0.,7.76791E+15
1354,94 0.,7.76791E+15
3113,94 0.,7.76791E+15
8806,94 0.,7.76791E+15
2080,94 0.,7.76791E+15
3737,94 0.,7.76791E+15
8482,94 0.,7.76791E+15
1406,94 0.,7.76791E+15
3556,94 0.,7.76791E+15
1166,93 0.,7.68527E+15
1881,93 0.,7.68527E+15
7000,93 0.,7.68527E+15
5414,93 0.,7.68527E+15
2586,93 0.,7.68527E+15
8878,93 0.,7.68527E+15
7879,93 0.,7.68527E+15
1134,93 0.,7.68527E+15
2425,93 0.,7.68527E+15
533,93 0.,7.68527E+15
8288,93 0.,7.68527E+15
369,93 0.,7.68527E+15
755,93 0.,7.68527E+15
8110,93 0.,7.68527E+15
6230,93 0.,7.68527E+15
1458,93 0.,7.68527E+15
2114,93 0.,7.68527E+15
6954,93 0.,7.68527E+15
8833,93 0.,7.68527E+15
3611,92 0.,7.60263E+15
8802,92 0.,7.60263E+15
3520,92 0.,7.60263E+15
4546,92 0.,7.60263E+15
2108,92 0.,7.60263E+15
2277,92 0.,7.60263E+15
1156,92 0.,7.60263E+15
898,92 0.,7.60263E+15
5544,92 0.,7.60263E+15
3022,92 0.,7.60263E+15
1564,92 0.,7.60263E+15
52,92 0.,7.60263E+15
2209,92 0.,7.60263E+15
8234,92 0.,7.60263E+15
7748,92 0.,7.60263E+15
8861,91 0.,7.52E+15
4242,91 0.,7.52E+15
1524,91 0.,7.52E+15
4566,91 0.,7.52E+15
5222,91 0.,7.52E+15
9510,91 0.,7.52E+15
396,91 0.,7.52E+15
6161,91 0.,7.52E+15
4231,91 0.,7.52E+15
1342,91 0.,7.52E+15
2305,91 0.,7.52E+15
2436,91 0.,7.52E+15
1504,91 0.,7.52E+15
1319,91 0.,7.52E+15
1398,91 0.,7.52E+15
5121,91 0.,7.52E+15
5152,91 0.,7.52E+15
2154,90 0.,7.43736E+15
754,90 0.,7.43736E+15
7744,90 0.,7.43736E+15
5512,90 0.,7.43736E+15
2829,90 0.,7.43736E+15
595,90 0.,7.43736E+15
1934,90 0.,7.43736E+15
8642,90 0.,7.43736E+15
1477,90 0.,7.43736E+15
1771,90 0.,7.43736E+15
1304,90 0.,7.43736E+15
2546,90 0.,7.43736E+15
1610,90 0.,7.43736E+15
1168,90 0.,7.43736E+15
2688,90 0.,7.43736E+15
7810,90 0.,7.43736E+15
2431,90 0.,7.43736E+15
8112,90 0.,7.43736E+15
5599,89 0.,7.35472E+15
2332,89 0.,7.35472E+15
8864,89 0.,7.35472E+15
371,89 0.,7.35472E+15
2418,89 0.,7.35472E+15
3625,89 0.,7.35472E+15
8860,89 0.,7.35472E+15
8523,89 0.,7.35472E+15
1589,89 0.,7.35472E+15
2504,89 0.,7.35472E+15
1614,89 0.,7.35472E+15
9264,89 0.,7.35472E+15
2684,89 0.,7.35472E+15
1591,89 0.,7.35472E+15
1700,89 0.,7.35472E+15
1916,89 0.,7.35472E+15
1525,88 0.,7.27208E+16
2812,88 0.,7.27208E+16
1505,88 0.,7.27208E+16
9998,88 0.,7.27208E+16
2206,88 0.,7.27208E+16
8318,88 0.,7.27208E+16
3008,88 0.,7.27208E+16
3231,88 0.,7.27208E+16
3216,88 0.,7.27208E+16
5186,88 0.,7.27208E+16
791,88 0.,7.27208E+16
1420,88 0.,7.27208E+16
4563,88 0.,7.27208E+16
3265,88 0.,7.27208E+16
1033,88 0.,7.27208E+16
8577,88 0.,7.27208E+16
9111,88 0.,7.27208E+16
2133,88 0.,7.27208E+16
1407,88 0.,7.27208E+16
8987,87 0.,7.18945E+15
8182,87 0.,7.18945E+15
1541,87 0.,7.18945E+15
8890,87 0.,7.18945E+15
1098,87 0.,7.18945E+15
1514,87 0.,7.18945E+15
2308,87 0.,7.18945E+15
6510,87 0.,7.18945E+15
3233,87 0.,7.18945E+15
1612,87 0.,7.18945E+15
2552,87 0.,7.18945E+15
2416,87 0.,7.18945E+15
1268,87 0.,7.18945E+15
7856,87 0.,7.18945E+15
2232,87 0.,7.18945E+15
579,87 0.,7.18945E+15
2456,87 0.,7.18945E+15
5270,87 0.,7.18945E+15
1048,86 0.,7.10681E+15
9921,86 0.,7.10681E+15
5110,86 0.,7.10681E+15
5433,86 0.,7.10681E+15
1307,86 0.,7.10681E+15
5487,86 0.,7.10681E+15
7787,86 0.,7.10681E+15
3315,86 0.,7.10681E+15
3256,86 0.,7.10681E+15
6611,86 0.,7.10681E+15
2612,86 0.,7.10681E+15
6848,86 0.,7.10681E+15
7891,86 0.,7.10681E+15
1180,86 0.,7.10681E+15
2304,86 0.,7.10681E+15
1503,86 0.,7.10681E+15
2568,85 0.,7.02417E+15
7852,85 0.,7.02417E+15
4711,85 0.,7.02417E+15
5234,85 0.,7.02417E+15
1416,85 0.,7.02417E+15
3122,85 0.,7.02417E+15
8879,85 0.,7.02417E+15
2105,85 0.,7.02417E+15
9011,85 0.,7.02417E+15
2508,85 0.,7.02417E+15
8522,85 0.,7.02417E+15
4477,85 0.,7.02417E+15
7766,85 0.,7.02417E+15
1592,85 0.,7.02417E+15
1593,85 0.,7.02417E+15
1580,85 0.,7.02417E+15
1191,85 0.,7.02417E+15
432,85 0.,7.02417E+15
5155,85 0.,7.02417E+15
7257,85 0.,7.02417E+15
5125,85 0.,7.02417E+15
2341,85 0.,7.02417E+15
1903,85 0.,7.02417E+15
1401,85 0.,7.02417E+15
8518,84 0.,6.94153E+15
8809,84 0.,6.94153E+15
1351,84 0.,6.94153E+15
1926,84 0.,6.94153E+15
5408,84 0.,6.94153E+15
2627,84 0.,6.94153E+15
2334,84 0.,6.94153E+15
1815,84 0.,6.94153E+15
8706,84 0.,6.94153E+15
1502,84 0.,6.94153E+15
9,84 0.,6.94153E+15
5455,84 0.,6.94153E+15
6520,84 0.,6.94153E+15
1927,84 0.,6.94153E+15
3500,84 0.,6.94153E+15
3412,84 0.,6.94153E+15
5271,84 0.,6.94153E+15
3,84 0.,6.94153E+15
6636,84 0.,6.94153E+15
571,84 0.,6.94153E+15
2022,84 0.,6.94153E+15
9800,84 0.,6.94153E+15
2201,84 0.,6.94153E+15
9002,84 0.,6.94153E+15
2315,84 0.,6.94153E+15
7700,84 0.,6.94153E+15
2357,84 0.,6.94153E+15
7511,83 0.,6.8589E+15
6850,83 0.,6.8589E+15
8885,83 0.,6.8589E+15
5464,83 0.,6.8589E+15
539,83 0.,6.8589E+15
6543,83 0.,6.8589E+15
8187,83 0.,6.8589E+15
2203,83 0.,6.8589E+15
2910,83 0.,6.8589E+15
6669,83 0.,6.8589E+15
8247,83 0.,6.8589E+15
3421,83 0.,6.8589E+15
1728,83 0.,6.8589E+15
9119,83 0.,6.8589E+15
5130,83 0.,6.8589E+15
7070,83 0.,6.8589E+15
1508,83 0.,6.8589E+15
1050,83 0.,6.8589E+15
1710,83 0.,6.8589E+15
3352,82 0.,6.77626E+15
5280,82 0.,6.77626E+15
231,82 0.,6.77626E+15
1905,82 0.,6.77626E+15
1378,82 0.,6.77626E+15
2031,82 0.,6.77626E+15
2056,82 0.,6.77626E+15
556,82 0.,6.77626E+15
6123,82 0.,6.77626E+15
3637,82 0.,6.77626E+15
1530,82 0.,6.77626E+15
7272,82 0.,6.77626E+15
2600,82 0.,6.77626E+15
5845,82 0.,6.77626E+15
8546,82 0.,6.77626E+15
5021,82 0.,6.77626E+15
1137,82 0.,6.77626E+15
5621,82 0.,6.77626E+15
1519,82 0.,6.77626E+15
1246,82 0.,6.77626E+15
4556,82 0.,6.77626E+15
3356,82 0.,6.77626E+15
1605,82 0.,6.77626E+15
2519,82 0.,6.77626E+15
632,82 0.,6.77626E+15
80,82 0.,6.77626E+15
759,82 0.,6.77626E+15
1299,82 0.,6.77626E+15
4012,82 0.,6.77626E+15
1298,82 0.,6.77626E+15
1810,82 0.,6.77626E+15
4004,82 0.,6.77626E+15
2541,81 0.,6.69362E+15
6886,81 0.,6.69362E+15
1551,81 0.,6.69362E+15
2515,81 0.,6.69362E+15
55,81 0.,6.69362E+15
7811,81 0.,6.69362E+15
1820,81 0.,6.69362E+15
1270,81 0.,6.69362E+15
5267,81 0.,6.69362E+15
1327,81 0.,6.69362E+15
2517,81 0.,6.69362E+15
8998,81 0.,6.69362E+15
2119,81 0.,6.69362E+15
5646,81 0.,6.69362E+15
2017,81 0.,6.69362E+15
2109,81 0.,6.69362E+15
1453,81 0.,6.69362E+15
9292,80 0.,6.61099E+15
1150,80 0.,6.61099E+15
3133,80 0.,6.61099E+15
3630,80 0.,6.61099E+15
2628,80 0.,6.61099E+15
6633,80 0.,6.61099E+15
546,80 0.,6.61099E+15
1687,80 0.,6.61099E+15
4,80 0.,6.61099E+15
9908,80 0.,6.61099E+15
5698,80 0.,6.61099E+15
8281,80 0.,6.61099E+15
1036,80 0.,6.61099E+15
1707,80 0.,6.61099E+15
7086,80 0.,6.61099E+15
4200,80 0.,6.61099E+15
537,80 0.,6.61099E+15
1178,80 0.,6.61099E+15
1668,80 0.,6.61099E+15
2034,80 0.,6.61099E+15
1844,80 0.,6.61099E+15
1492,80 0.,6.61099E+15
3618,79 0.,6.52835E+15
1719,79 0.,6.52835E+15
1367,79 0.,6.52835E+15
1348,79 0.,6.52835E+15
2918,79 0.,6.52835E+15
7421,79 0.,6.52835E+15
1925,79 0.,6.52835E+15
1381,79 0.,6.52835E+15
1241,79 0.,6.52835E+15
2327,79 0.,6.52835E+15
8824,79 0.,6.52835E+15
635,79 0.,6.52835E+15
4456,79 0.,6.52835E+15
1438,79 0.,6.52835E+15
3515,79 0.,6.52835E+15
2223,79 0.,6.52835E+15
3150,79 0.,6.52835E+15
5556,79 0.,6.52835E+15
1836,79 0.,6.52835E+15
3061,79 0.,6.52835E+15
3318,78 0.,6.44571E+16
5118,78 0.,6.44571E+16
3354,78 0.,6.44571E+16
6686,78 0.,6.44571E+16
5654,78 0.,6.44571E+16
633,78 0.,6.44571E+16
5868,78 0.,6.44571E+16
3939,78 0.,6.44571E+16
1421,78 0.,6.44571E+16
1403,78 0.,6.44571E+16
6612,78 0.,6.44571E+16
2563,78 0.,6.44571E+16
2025,78 0.,6.44571E+16
7107,78 0.,6.44571E+16
2584,78 0.,6.44571E+16
8900,78 0.,6.44571E+16
5546,78 0.,6.44571E+16
2150,78 0.,6.44571E+16
8754,78 0.,6.44571E+16
7707,78 0.,6.44571E+16
535,78 0.,6.44571E+16
8503,78 0.,6.44571E+16
1816,78 0.,6.44571E+16
7980,78 0.,6.44571E+16
6681,78 0.,6.44571E+16
7611,78 0.,6.44571E+16
8321,78 0.,6.44571E+16
1904,78 0.,6.44571E+16
1813,77 0.,6.36307E+15
2900,77 0.,6.36307E+15
8258,77 0.,6.36307E+15
4589,77 0.,6.36307E+15
4523,77 0.,6.36307E+15
1151,77 0.,6.36307E+15
2252,77 0.,6.36307E+15
2780,77 0.,6.36307E+15
8188,77 0.,6.36307E+15
7123,77 0.,6.36307E+15
6511,77 0.,6.36307E+15
3223,77 0.,6.36307E+15
8881,77 0.,6.36307E+15
6364,77 0.,6.36307E+15
2712,77 0.,6.36307E+15
5012,77 0.,6.36307E+15
4613,77 0.,6.36307E+15
9871,77 0.,6.36307E+15
2102,77 0.,6.36307E+15
4565,77 0.,6.36307E+15
2306,77 0.,6.36307E+15
1405,77 0.,6.36307E+15
1332,76 0.,6.28044E+15
1698,76 0.,6.28044E+15
8869,76 0.,6.28044E+15
2689,76 0.,6.28044E+15
1198,76 0.,6.28044E+15
1090,76 0.,6.28044E+15
7258,76 0.,6.28044E+15
4088,76 0.,6.28044E+15
7710,76 0.,6.28044E+15
1901,76 0.,6.28044E+15
8897,76 0.,6.28044E+15
5518,76 0.,6.28044E+15
5002,76 0.,6.28044E+15
2118,76 0.,6.28044E+15
4466,76 0.,6.28044E+15
2846,76 0.,6.28044E+15
4510,76 0.,6.28044E+15
2581,76 0.,6.28044E+15
8721,76 0.,6.28044E+15
2328,76 0.,6.28044E+15
8087,76 0.,6.28044E+15
2302,76 0.,6.28044E+15
566,76 0.,6.28044E+15
2336,76 0.,6.28044E+15
1917,76 0.,6.28044E+15
5859,76 0.,6.28044E+15
7783,76 0.,6.28044E+15
5488,76 0.,6.28044E+15
8892,76 0.,6.28044E+15
2408,76 0.,6.28044E+15
1389,76 0.,6.28044E+15
8621,76 0.,6.28044E+15
9191,76 0.,6.28044E+15
1329,76 0.,6.28044E+15
4343,76 0.,6.28044E+15
3610,76 0.,6.28044E+15
8876,76 0.,6.28044E+15
36,75 0.,6.1978E+15
3101,75 0.,6.1978E+15
1533,75 0.,6.1978E+15
1408,75 0.,6.1978E+15
8871,75 0.,6.1978E+15
2613,75 0.,6.1978E+15
1506,75 0.,6.1978E+15
9099,75 0.,6.1978E+15
2603,75 0.,6.1978E+15
1501,75 0.,6.1978E+15
1861,75 0.,6.1978E+15
2577,75 0.,6.1978E+15
1705,75 0.,6.1978E+15
1068,75 0.,6.1978E+15
2528,75 0.,6.1978E+15
8631,75 0.,6.1978E+15
9088,75 0.,6.1978E+15
7458,75 0.,6.1978E+15
2032,75 0.,6.1978E+15
2214,75 0.,6.1978E+15
2582,75 0.,6.1978E+15
5236,75 0.,6.1978E+15
1822,75 0.,6.1978E+15
5789,75 0.,6.1978E+15
2221,75 0.,6.1978E+15
6,75 0.,6.1978E+15
8701,75 0.,6.1978E+15
5255,75 0.,6.1978E+15
1809,75 0.,6.1978E+15
1909,75 0.,6.1978E+15
8925,75 0.,6.1978E+15
3510,74 0.,6.11516E+15
1056,74 0.,6.11516E+15
6566,74 0.,6.11516E+15
3536,74 0.,6.11516E+15
358,74 0.,6.11516E+15
8887,74 0.,6.11516E+15
30,74 0.,6.11516E+15
4569,74 0.,6.11516E+15
89,74 0.,6.11516E+15
663,74 0.,6.11516E+15
1798,74 0.,6.11516E+15
37,74 0.,6.11516E+15
8001,74 0.,6.11516E+15
1387,74 0.,6.11516E+15
3326,74 0.,6.11516E+15
2805,74 0.,6.11516E+15
1450,74 0.,6.11516E+15
7676,74 0.,6.11516E+15
1658,74 0.,6.11516E+15
2235,74 0.,6.11516E+15
5360,74 0.,6.11516E+15
1924,74 0.,6.11516E+15
1623,74 0.,6.11516E+15
2115,74 0.,6.11516E+15
2318,74 0.,6.11516E+15
7008,74 0.,6.11516E+15
2426,74 0.,6.11516E+15
563,74 0.,6.11516E+15
2320,74 0.,6.11516E+15
2215,74 0.,6.11516E+15
5016,73 0.,6.03252E+15
4949,73 0.,6.03252E+15
3306,73 0.,6.03252E+15
1902,73 0.,6.03252E+15
1608,73 0.,6.03252E+15
8785,73 0.,6.03252E+15
7989,73 0.,6.03252E+15
1277,73 0.,6.03252E+15
8799,73 0.,6.03252E+15
8283,73 0.,6.03252E+15
377,73 0.,6.03252E+15
1808,73 0.,6.03252E+15
8561,73 0.,6.03252E+15
2033,73 0.,6.03252E+15
775,73 0.,6.03252E+15
1595,73 0.,6.03252E+15
1160,73 0.,6.03252E+15
2507,73 0.,6.03252E+15
8829,73 0.,6.03252E+15
7912,73 0.,6.03252E+15
1526,73 0.,6.03252E+15
2503,73 0.,6.03252E+15
1922,73 0.,6.03252E+15
8722,72 0.,5.94989E+15
5377,72 0.,5.94989E+15
5477,72 0.,5.94989E+15
3462,72 0.,5.94989E+15
3125,72 0.,5.94989E+15
1604,72 0.,5.94989E+15
5611,72 0.,5.94989E+15
66,72 0.,5.94989E+15
2230,72 0.,5.94989E+15
9801,72 0.,5.94989E+15
1788,72 0.,5.94989E+15
8659,72 0.,5.94989E+15
1428,72 0.,5.94989E+15
8842,72 0.,5.94989E+15
1828,72 0.,5.94989E+15
8200,72 0.,5.94989E+15
24,72 0.,5.94989E+15
7800,72 0.,5.94989E+15
9897,72 0.,5.94989E+15
5523,72 0.,5.94989E+15
5517,72 0.,5.94989E+15
1620,72 0.,5.94989E+15
8762,72 0.,5.94989E+15
1186,72 0.,5.94989E+15
2207,72 0.,5.94989E+15
6288,72 0.,5.94989E+15
8826,72 0.,5.94989E+15
2523,72 0.,5.94989E+15
5665,72 0.,5.94989E+15
2522,72 0.,5.94989E+15
1907,72 0.,5.94989E+15
4411,72 0.,5.94989E+15
8525,72 0.,5.94989E+15
2506,72 0.,5.94989E+15
1040,71 0.,5.86725E+15
5910,71 0.,5.86725E+15
8901,71 0.,5.86725E+15
2124,71 0.,5.86725E+15
1856,71 0.,5.86725E+15
2625,71 0.,5.86725E+15
9010,71 0.,5.86725E+15
1037,71 0.,5.86725E+15
5510,71 0.,5.86725E+15
7785,71 0.,5.86725E+15
2505,71 0.,5.86725E+15
1045,71 0.,5.86725E+15
8111,71 0.,5.86725E+15
552,71 0.,5.86725E+15
8562,71 0.,5.86725E+15
2608,71 0.,5.86725E+15
8228,71 0.,5.86725E+15
8854,71 0.,5.86725E+15
3204,71 0.,5.86725E+15
3007,71 0.,5.86725E+15
4511,71 0.,5.86725E+15
3719,71 0.,5.86725E+15
631,71 0.,5.86725E+15
2656,71 0.,5.86725E+15
2401,71 0.,5.86725E+15
1247,71 0.,5.86725E+15
27,71 0.,5.86725E+15
4215,71 0.,5.86725E+15
2035,71 0.,5.86725E+15
4909,71 0.,5.86725E+15
3899,71 0.,5.86725E+15
3927,71 0.,5.86725E+15
3663,71 0.,5.86725E+15
39,71 0.,5.86725E+15
8388,71 0.,5.86725E+15
8299,71 0.,5.86725E+15
4789,71 0.,5.86725E+15
2803,71 0.,5.86725E+15
3639,70 0.,5.78461E+15
2331,70 0.,5.78461E+15
8021,70 0.,5.78461E+15
6698,70 0.,5.78461E+15
1758,70 0.,5.78461E+15
3302,70 0.,5.78461E+15
1528,70 0.,5.78461E+15
1522,70 0.,5.78461E+15
1906,70 0.,5.78461E+15
1569,70 0.,5.78461E+15
6689,70 0.,5.78461E+15
1613,70 0.,5.78461E+15
3345,70 0.,5.78461E+15
8558,70 0.,5.78461E+15
82,70 0.,5.78461E+15
5272,70 0.,5.78461E+15
832,70 0.,5.78461E+15
2801,70 0.,5.78461E+15
4414,70 0.,5.78461E+15
1890,70 0.,5.78461E+15
5505,70 0.,5.78461E+15
5134,70 0.,5.78461E+15
9288,70 0.,5.78461E+15
5896,70 0.,5.78461E+15
9977,70 0.,5.78461E+15
2322,70 0.,5.78461E+15
5612,70 0.,5.78461E+15
2224,70 0.,5.78461E+15
2578,70 0.,5.78461E+15
1044,70 0.,5.78461E+15
5254,70 0.,5.78461E+15
6865,70 0.,5.78461E+15
5740,70 0.,5.78461E+15
2707,70 0.,5.78461E+15
3025,69 0.,5.70198E+16
2400,69 0.,5.70198E+16
1923,69 0.,5.70198E+16
8652,69 0.,5.70198E+16
8807,69 0.,5.70198E+16
3218,69 0.,5.70198E+16
7418,69 0.,5.70198E+16
6891,69 0.,5.70198E+16
9933,69 0.,5.70198E+16
8845,69 0.,5.70198E+16
8485,69 0.,5.70198E+16
1801,69 0.,5.70198E+16
453,69 0.,5.70198E+16
4210,69 0.,5.70198E+16
2714,69 0.,5.70198E+16
230,69 0.,5.70198E+16
2623,69 0.,5.70198E+16
4554,69 0.,5.70198E+16
6314,69 0.,5.70198E+16
3512,69 0.,5.70198E+16
2136,69 0.,5.70198E+16
5001,69 0.,5.70198E+16
1385,69 0.,5.70198E+16
2218,69 0.,5.70198E+16
3524,69 0.,5.70198E+16
3432,69 0.,5.70198E+16
2509,69 0.,5.70198E+16
3009,69 0.,5.70198E+16
2026,69 0.,5.70198E+16
8587,69 0.,5.70198E+16
8823,69 0.,5.70198E+16
8486,69 0.,5.70198E+16
752,69 0.,5.70198E+16
60,69 0.,5.70198E+16
2901,69 0.,5.70198E+16
1933,69 0.,5.70198E+16
2709,69 0.,5.70198E+16
3328,69 0.,5.70198E+16
86,69 0.,5.70198E+16
1181,69 0.,5.70198E+16
2307,69 0.,5.70198E+16
58,69 0.,5.70198E+16
3108,69 0.,5.70198E+16
8284,69 0.,5.70198E+16
1633,69 0.,5.70198E+16
1173,69 0.,5.70198E+16
98,69 0.,5.70198E+16
5015,69 0.,5.70198E+16
7510,69 0.,5.70198E+16
8865,69 0.,5.70198E+16
2116,69 0.,5.70198E+16
1534,69 0.,5.70198E+16
5558,69 0.,5.70198E+16
38,68 0.,5.61934E+15
1179,68 0.,5.61934E+15
2535,68 0.,5.61934E+15
2548,68 0.,5.61934E+15
7210,68 0.,5.61934E+15
5415,68 0.,5.61934E+15
2583,68 0.,5.61934E+15
538,68 0.,5.61934E+15
5788,68 0.,5.61934E+15
8532,68 0.,5.61934E+15
1047,68 0.,5.61934E+15
1252,68 0.,5.61934E+15
7312,68 0.,5.61934E+15
8965,68 0.,5.61934E+15
575,68 0.,5.61934E+15
8752,68 0.,5.61934E+15
8531,68 0.,5.61934E+15
5478,68 0.,5.61934E+15
5,68 0.,5.61934E+15
2856,68 0.,5.61934E+15
6588,68 0.,5.61934E+15
6621,68 0.,5.61934E+15
148,68 0.,5.61934E+15
2816,68 0.,5.61934E+15
1141,68 0.,5.61934E+15
8872,68 0.,5.61934E+15
2152,68 0.,5.61934E+15
3612,68 0.,5.61934E+15
8777,68 0.,5.61934E+15
1280,68 0.,5.61934E+15
1185,68 0.,5.61934E+15
5425,68 0.,5.61934E+15
5812,68 0.,5.61934E+15
5632,68 0.,5.61934E+15
8791,68 0.,5.61934E+15
35,68 0.,5.61934E+15
1834,68 0.,5.61934E+15
2309,68 0.,5.61934E+15
